file_name,box.0,box.1,box.2,box.3,text,label
12052385.json,197,100,625,125,KMDP ANALYSIS UTILIZING BLACK SWITCHING STUDY DATA,answer
12052385.json,200,177,278,195,C. B. Pugh,answer
12052385.json,200,218,308,235,Market Facts,answer
12052385.json,198,258,372,280,"12, 500 (10- 15- 87)",answer
12052385.json,460,275,659,296,CARRYOVER TO 1988 -- 0,other
12052385.json,55,179,165,196,MR PERSONNEL:,question
12052385.json,55,262,194,279,AUTHORIZED COST:,question
12052385.json,75,517,151,551,RELEASED TO ACCTG,question
12052385.json,292,509,389,548,PAID OUT OF 1987 BUDGET,question
12052385.json,5,950,228,970,PRODUCED FROM B&W WEB SITE,other

file_name,box.0,box.1,box.2,box.3,text,label
12603270.json,81,63,119,75,Date:,question
12603270.json,86,131,171,141,Description:,question
12603270.json,85,159,151,169,Supplier:,question
12603270.json,533,51,546,64,#,other
12603270.json,547,51,562,63,51,other
12603270.json,86,267,144,280,Reasons:,question
12603270.json,198,209,256,219,Increase,answer
12603270.json,480,201,493,216,(,other
12603270.json,206,357,274,367,CANCELLED,answer
12603270.json,530,337,567,347,1985,other
12603270.json,513,352,596,365,"3,669,000",answer
12603270.json,532,380,595,388,"252,955",answer
12603270.json,535,405,593,417,"+58,500",answer
12603270.json,533,517,596,527,311.455,answer
12603270.json,517,566,593,579,"3,357,545",answer
12603270.json,434,447,447,460,0,answer
12603270.json,95,787,156,795,Original,question
12603270.json,98,802,120,812,cc:,question
12603270.json,424,630,452,643,Date,question
12603270.json,422,656,457,669,Date,question
12603270.json,424,681,456,693,Date,question
12603270.json,425,711,458,723,Date,question
12603270.json,427,738,455,751,Date,question
12603270.json,497,621,568,641,,answer
12603270.json,492,645,598,665,,answer
12603270.json,497,673,592,691,,answer
12603270.json,184,733,196,743,A.,other
12603270.json,206,729,219,742,J.,other
12603270.json,226,729,279,739,Mellman,other
12603270.json,184,703,199,715,L.,other
12603270.json,206,703,221,715,E.,other
12603270.json,223,703,278,713,Gravely,other
12603270.json,184,676,202,686,J.,other
12603270.json,206,674,221,686,F.,other
12603270.json,224,673,277,686,Wilhelm,other
12603270.json,228,681,326,699,,other
12603270.json,179,621,343,648,,answer
12603270.json,178,648,424,673,,answer
12603270.json,492,791,558,804,1985-39NP,answer
12603270.json,535,855,658,873,681925993,other
12603270.json,100,867,193,879,/big:jfw00017,other
12603270.json,264,42,433,56,CHANGE OF AUTHORIZED COST,header
12603270.json,131,58,224,71,"June 21, 1985",answer
12603270.json,174,86,273,98,RICHLAND 100's,answer
12603270.json,83,88,161,101,Brand Name:,question
12603270.json,186,121,510,140,Amelia 100's Candidates: (NM-FT and NM- Lights),answer
12603270.json,168,154,291,168,Market Facts. Inc.,answer
12603270.json,86,179,327,197,Previous $ Commitments This Project,other
12603270.json,85,209,191,225,Amt. of Change:,question
12603270.json,86,236,302,251,Adjusted Total Cost of Protect:,question
12603270.json,374,174,431,189,"$ 58,500",other
12603270.json,296,287,410,300,PROJECT CANCELLED,header
12603270.json,88,347,170,372,Projected: Field Start,question
12603270.json,88,387,189,401,Field Complete,question
12603270.json,90,415,202,427,Final Report Due,question
12603270.json,307,341,487,355,Summary of Research Budget,question
12603270.json,309,355,435,367,Total Area Budget:,question
12603270.json,311,380,487,395,Current Balance Available,question
12603270.json,311,410,457,441,This Change: (From Current Budget),question
12603270.json,309,452,386,464,This Amount,question
12603270.json,311,463,482,479,(From Next Year's Budget),question
12603270.json,311,520,395,534,New Balance:,question
12603270.json,312,575,437,589,Committed To Date:,question
12603270.json,95,635,184,648,Submitted By:,question
12603270.json,93,663,183,676,Approved By:,question
12603270.json,96,689,183,706,Approved By:,question
12603270.json,93,716,181,732,Approved By:,question
12603270.json,95,746,184,758,Approved By:,question
12603270.json,178,784,293,811,Project File S. Willinger ,answer
12603270.json,181,811,397,853,Research Group Manager Bonnie Fuller V. Hansberry (If International),answer
12603270.json,399,792,472,806,Project No.,question
12603270.json,400,821,483,833,Account Name,question
12603270.json,495,816,600,832,PRODUCT TESTING,answer
12603270.json,0,953,233,983,681925993 RODUCED FROM B&W WEB SITE,other
12603270.json,374,231,423,245,$ -0-,answer
12603270.json,530,199,621,213,-100% Change),other
12603270.json,284,206,363,221,Decrease X,answer
12603270.json,374,203,432,218,"$- 58,500",other

file_name,box.0,box.1,box.2,box.3,text,label
12825369.json,59,135,106,149,MARKET,question
12825369.json,59,165,126,179,POPULATION,question
12825369.json,56,194,116,208,OPERATOR,question
12825369.json,367,134,406,147,BRAND,question
12825369.json,367,163,426,177,SCHEDULE,question
12825369.json,367,196,461,210,FULL INSPECTION,question
12825369.json,367,226,459,237,NUMBER VIEWED,question
12825369.json,119,131,268,146,Lakeland Metro Market,answer
12825369.json,427,130,465,144,Misty,answer
12825369.json,539,194,606,208,SPOT CHECK,question
12825369.json,324,250,427,267,TYPE OF DISPLAY,header
12825369.json,177,286,252,301,PERMANENT,header
12825369.json,56,351,106,362,LOCATION,question
12825369.json,59,420,181,437,DESIGN ON DISPLAY,question
12825369.json,427,317,444,332,☑,answer
12825369.json,384,316,425,334,ROTARY,question
12825369.json,246,391,267,404,,answer
12825369.json,216,388,244,406,,answer
12825369.json,57,493,131,508,COMMENTS:,question
12825369.json,59,689,194,706,COMMENT ON PLANT:,question
12825369.json,545,888,627,902,INSPECTION BY,question
12825369.json,496,844,705,915,,other
12825369.json,165,47,583,92,"LAURENCE, CHARLES, FREE & LAWSON, INC. BULLETIN ADVERTISING- INSPECTION REPORT",header
12825369.json,154,159,204,176,400.400 ,answer
12825369.json,141,186,243,203,The Lamar Corp.,answer
12825369.json,433,159,517,177,2/ 20 & 3/ 20,answer
12825369.json,589,159,644,177,3/ 23/ 91,other
12825369.json,57,313,126,334,BULLETIN ☐,question
12825369.json,180,316,225,334,WALL ☐,question
12825369.json,141,345,261,362,See attached list,answer
12825369.json,383,346,468,366,NO OF ROTARIES,question
12825369.json,508,351,542,368,8 RB,answer
12825369.json,539,390,588,408,"218, 499",answer
12825369.json,385,383,506,409,AVERAGE DAILY EFFECTIVE CIRCULATION,question
12825369.json,56,383,178,413,DAILY EFFECTIVE CIRCULATION,question
12825369.json,183,419,361,437,(Condition And Rendition of Copy),answer
12825369.json,133,490,490,512,"(Description of Location or Rotary Plan, Brand Category Competition)",answer
12825369.json,54,511,652,574,"This is a comparatively easy market to cover. It is less than an hour from Tampa airport. Our bulletins are on every major arterial and in all No quadrants of the area. changes were made. Some minor on- premise blocking and trees were noted, but deemed serious enough for correction. not",answer
12825369.json,52,582,652,615,The only other tobacco in the market was a standing 6 Panel RJR buy currently showing Camel.,answer
12825369.json,197,689,535,707,"(Condition, Structures, Painting Ability, Lighting, Cooperation, etc.)",answer
12825369.json,52,708,648,753,"The plant is well maintained and covers all parts of the market. Lamar looks like a good citizen here, keeping a good- looking public and carrying lot operation. doing service, a of local advertisers.",answer
12825369.json,31,890,100,905,(FORM NO ,other
12825369.json,0,951,231,985,970518461 PRODUCED FROM B&W WEB SITE,other

file_name,box.0,box.1,box.2,box.3,text,label
13149651.json,263,117,273,127,☑,answer
13149651.json,275,117,322,125,ORIGINAL,question
13149651.json,46,162,78,170,Subject,question
13149651.json,71,205,98,213,State:,header
13149651.json,73,297,100,305,Local:,header
13149651.json,71,339,79,349,,question
13149651.json,70,316,80,326,1.,question
13149651.json,249,311,259,319,3.,question
13149651.json,250,335,258,345,4.,question
13149651.json,443,221,454,234,☑,answer
13149651.json,568,229,579,240,☑,answer
13149651.json,582,232,599,240,Yes,question
13149651.json,448,316,458,326,☐,question
13149651.json,448,328,459,338,☐,question
13149651.json,60,388,71,399,☑,answer
13149651.json,170,385,183,395,☑,answer
13149651.json,73,390,94,400,GPR,question
13149651.json,184,387,205,395,PRO,question
13149651.json,67,858,101,869,Agency,question
13149651.json,513,860,569,874,262-6423,other
13149651.json,581,845,602,853,Date,question
13149651.json,588,860,631,871,2-2-83,answer
13149651.json,662,722,683,838,680534113,other
13149651.json,564,70,635,89,1981 Session,other
13149651.json,507,117,629,130,Amendment No. if Applicable,question
13149651.json,529,103,587,117,LRB 1946,answer
13149651.json,506,89,637,105,LRB Or Bill No. han Au No,question
13149651.json,358,115,418,125,☐ UPDATED,question
13149651.json,359,127,447,137,☐ SUPPLEMENTAL,question
13149651.json,261,130,335,140,☐ CORRECTED,question
13149651.json,45,88,152,113,FISCAL ESTIMATE AD MBA 23 (Rev 11/80,question
13149651.json,81,163,345,183,Regulation of Smoking Public Places,answer
13149651.json,47,189,107,201,Fiscal Effect,question
13149651.json,53,399,250,414,Asumptions Used in Arriving at Fiscal Estimate,question
13149651.json,89,405,609,473,"This bill regulates smoking in university buildings which house educational programs and in inpatient health care facilities. Smoking within these or rooms, provided buildings would be allowed only specified facilities designate these ""smoking permitted"" areas. that signs are posted to",answer
13149651.json,91,475,614,584,"university buildings would each It is estimated that, on the average, The per ""smoking signs. sign cost is require about three permitted"" This estimate is based on the estimated at $4 50 in 1982-83 dollars. 1981 increased to reflect Inflation from 1981 to 1983. per sign cost, and Thus, the expected one-time cost for the University Systet to implement no be about There are significant the provisions of the bill would $8,000. with the bill's provisions. continuing annual costs associated",answer
13149651.json,66,775,196,787,Long Range Fiscal Implications,question
13149651.json,103,870,316,887,University of Wisconsin System,answer
13149651.json,348,839,504,893,Authorized Signature Telephone No. ,other
13149651.json,0,951,231,983,680534113 RODUCED FROM B&W WEB SITE,other
13149651.json,109,201,214,214,☐ No State Fiscal Effect,question
13149651.json,122,214,374,242,Check columns below only if bill makes a rect appropriation or affect a sum sufficient appropriation.,question
13149651.json,110,247,254,259,☐ Increase Existing Appropriation,question
13149651.json,110,260,257,273,☐ Decrease Existing Appropriation,question
13149651.json,110,274,233,285,☐ Create New Appropriation,question
13149651.json,271,242,394,254,☐ Increase Existing Revenues,question
13149651.json,271,256,397,267,☐ Decrease Existing Revenues,question
13149651.json,444,250,519,261,☐ Decrease Costs,question
13149651.json,610,229,637,240,☐ No,question
13149651.json,457,216,639,231,Increase Costs - May Be Possible to Absorb,question
13149651.json,455,233,556,244,Within Agency's Budget,header
13149651.json,110,295,232,306,☐ No oca government cost,question
13149651.json,433,300,633,314,5. Types of Local Governmental Unit Aflected:,header
13149651.json,518,313,565,324,☐ Villages,question
13149651.json,518,325,558,335,☐ Others,question
13149651.json,602,311,638,321,☐ Cities,question
13149651.json,360,342,418,353,☐ Mandatory,question
13149651.json,323,380,364,391,☐ SEG-S,question
13149651.json,271,383,303,393,☐ SEG,question
13149651.json,228,384,260,394,☐ PRS,question
13149651.json,115,387,150,397,☐ FED,question
13149651.json,54,374,148,386,Fund Source Affected,header
13149651.json,383,365,514,375,Affected Ch. 20 Appropriations,question
13149651.json,408,374,571,391,"20. 285 1 (a), 1 (b), 1 (im)",question
13149651.json,260,309,348,320,☐ Increase Revenues,question
13149651.json,292,320,346,330,☐ Permissive,question
13149651.json,358,318,418,328,☐ Mandatory,question
13149651.json,261,334,349,344,☐ Decrease Revenues,question
13149651.json,293,345,346,356,☐ Permissive,question
13149651.json,177,346,236,358,Mandatory,question
13149651.json,177,321,236,333,☐ Mandatory,question
13149651.json,112,324,167,335,☐ Permissive,question
13149651.json,113,349,169,361,Permane,question
13149651.json,81,338,155,348,Decreas Corts,question
13149651.json,80,313,152,324,☐ Increase Costs,question

file_name,box.0,box.1,box.2,box.3,text,label
660978.json,383,112,422,126,DATE:,question
660978.json,383,140,428,154,PLACE:,question
660978.json,520,117,542,130,NO.,question
660978.json,106,105,155,119,CLIENT:,question
660978.json,103,131,167,146,PRODUCT:,question
660978.json,105,159,165,176,PRESENT:,question
660978.json,99,282,166,300,SUMMARY:,question
660978.json,447,328,546,343,CONFIDENTIAL,question
660978.json,95,501,113,514,PH:,question
660978.json,94,532,114,543,cc:,question
660978.json,623,714,643,829,670121460,other
660978.json,115,506,130,517,mg,answer
660978.json,437,141,501,158,Telephone,answer
660978.json,186,135,236,150,Viceroy,answer
660978.json,71,56,574,84,GREY ADVERTISING INC. - MEETING REPORT,header
660978.json,605,56,685,91,FEB 23 1982,other
660978.json,170,106,299,123,Brown & Williamson,answer
660978.json,437,113,487,130,1/ 19/ 82,answer
660978.json,550,116,606,132,482 -2 R1,answer
660978.json,166,163,251,180,(For the client),answer
660978.json,101,182,172,197,T. Parrack,answer
660978.json,383,166,473,183,DATE OF REPORT:,question
660978.json,476,170,529,187,2/ 17/ 82,answer
660978.json,165,226,259,242,(For the agency),other
660978.json,99,244,183,261,P. Hendricks,other
660978.json,447,306,525,322,Written by:,question
660978.json,538,306,624,323,P. Hendricks,answer
660978.json,95,374,580,436,"Client confirmed agreement for Agency to pay advance to with official photographer, signed estimate to follow, for 1/ 25/ 82. This was Viceroy Shoot week of agreed to by T. and January Parrack A. 18 pre- Forsythe production at the meeting",other
660978.json,127,531,219,574,R. Schoenfein S. Dammers P. Hendricks,answer
660978.json,1,953,232,982,670121460 PRODUCED FROM B& W WEB SITE,other

file_name,box.0,box.1,box.2,box.3,text,label
71108371.json,110,109,185,124,Department:,question
71108371.json,109,147,158,161,System:,question
71108371.json,112,205,127,220,x,answer
71108371.json,207,127,236,138,7970,answer
71108371.json,271,176,289,190,x,answer
71108371.json,462,189,476,202,X,answer
71108371.json,480,122,523,137,4/20/98,answer
71108371.json,482,102,528,117,4/17/98,answer
71108371.json,480,175,536,188,Immediate,question
71108371.json,483,189,510,200,High,question
71108371.json,480,201,523,214,Medium,question
71108371.json,482,216,506,227,Low,question
71108371.json,482,229,511,240,Defer,question
71108371.json,511,155,581,169,PRIORITY,header
71108371.json,408,712,451,726,designed,other
71108371.json,99,848,297,855,,other
71108371.json,257,13,467,49,MIS PROJECT REQUEST PART I - CLIENT REQUEST,header
71108371.json,109,74,193,90,Requested by:,question
71108371.json,200,73,294,88,Karl Hutchison,answer
71108371.json,384,71,482,85,Project Number:,question
71108371.json,485,70,573,85,(assigned by MIS),answer
71108371.json,196,108,251,122,BD & SS,answer
71108371.json,109,127,203,141,Phone Number:,question
71108371.json,384,103,481,119,Date Submitted:,question
71108371.json,384,123,474,137,Date Required:,question
71108371.json,130,162,238,178,REQUEST TYPE,header
71108371.json,307,159,412,173,REASON CODE,header
71108371.json,131,180,217,192,1. Enhancement,question
71108371.json,133,194,215,206,2. Maintenance,question
71108371.json,135,207,243,221,3. Special Processing,question
71108371.json,133,221,187,234,4. Ad Hoc,question
71108371.json,131,235,205,249,5. Emergency,question
71108371.json,296,177,443,190,1. Productivity Improvement,question
71108371.json,295,190,420,204,2. Return On Investment,question
71108371.json,293,204,398,218,3. Customer Impact,question
71108371.json,293,216,440,231,4. Government Requirement,question
71108371.json,295,232,394,245,5. Business Change,question
71108371.json,295,244,377,259,6. System Error,question
71108371.json,296,258,399,273,7. Procedural Error,question
71108371.json,110,292,267,307,PROBLEM DEFINITION,header
71108371.json,109,310,226,324,Description of Request:,question
71108371.json,109,318,606,352,"Please run job FRMRXUM2 for GPC, Misty, and Kool against file b:\common\khutchi\r892unm.lst. Please place output in the same directory.",answer
71108371.json,110,406,211,421,Reason for Request:,question
71108371.json,109,430,536,447,Calculation of 1997 STR volumes for these brands for allocation of Period 2A budgets.,answer
71108371.json,110,506,254,523,Request Authorized By:,question
71108371.json,309,520,393,537,Karl Hutchison,answer
71108371.json,98,588,191,603,REQUEST TYPE:,header
71108371.json,387,584,476,599,REASON CODE:,header
71108371.json,101,782,267,797,REQUEST AUTHORIZED BY,question
71108371.json,98,603,196,616,1. Enhancement,question
71108371.json,198,602,347,615,"productivity improvement, new",other
71108371.json,119,615,279,630,"functionality, nice to have feature",other
71108371.json,98,630,193,644,2. Maintenance-,question
71108371.json,194,628,371,642,fix program error new business need,other
71108371.json,98,645,221,658,3. Special Processing,question
71108371.json,222,642,376,656,high volume file maintenance or,other
71108371.json,120,656,376,672,data correction which is not part of normal processing,other
71108371.json,99,672,167,686,4. Ad Hoc-,question
71108371.json,169,672,369,686,reporting requirement which is not part of,other
71108371.json,120,687,208,700,normal processing,other
71108371.json,99,701,186,714,5. Emergency-,question
71108371.json,187,700,344,714,application or technology failure,other
71108371.json,388,599,546,613,1. Productivity Improvement,question
71108371.json,387,612,522,627,2. Return on Investment-,question
71108371.json,388,627,502,641,3. Customer Impact,question
71108371.json,524,612,592,625,dollar savings,other
71108371.json,547,596,611,610,time savings,other
71108371.json,503,624,621,638,requested change affects,other
71108371.json,408,640,535,654,B&W's external customers,other
71108371.json,388,655,546,669,4. Government Requirement,question
71108371.json,547,652,622,667,required by law,other
71108371.json,388,668,500,683,5. Business Change,question
71108371.json,501,668,600,682,change in a business,other
71108371.json,409,682,604,698,"process, or implement strategic direction",other
71108371.json,388,697,483,711,6. System Error-,question
71108371.json,486,696,617,711,System is not functioning as,other
71108371.json,388,725,502,739,7. Procedural Error,question
71108371.json,506,722,634,738,"caused by user, scheduling,",other
71108371.json,409,740,481,753,"operations, etc.",other
71108371.json,270,777,627,797,MUST BE AUTHORIZED BY THE DEPARTMENT DIRECTOR OR THE,answer
71108371.json,101,793,621,810,DESIGNATED SYSTEM OWNER BEFORE SUBMISSION TO THE MIS CLIENT SYSTEMS MANAGER.,answer
71108371.json,0,954,232,982,12009596 PRODUCED FROM B&W WEB SITE,other

file_name,box.0,box.1,box.2,box.3,text,label
71190280.json,85,527,148,542,Signature,question
71190280.json,319,525,392,540,Department,question
71190280.json,513,523,548,538,Date,question
71190280.json,515,676,553,693,Date,question
71190280.json,322,679,398,697,Department,question
71190280.json,88,683,148,698,Signature,question
71190280.json,56,453,86,465,T&N,question
71190280.json,58,394,123,407,WARNING,question
71190280.json,51,239,94,251,DATE,question
71190280.json,462,228,518,266,44,other
71190280.json,171,447,189,464,8',answer
71190280.json,181,628,339,771,,answer
71190280.json,171,332,296,345,"33/16""WX21/2""H",answer
71190280.json,113,238,168,251,10/22/98,answer
71190280.json,540,346,575,359,(Date),question
71190280.json,60,819,138,832,REVISIONS,question
71190280.json,50,159,101,176,BRAND,question
71190280.json,53,199,143,214,DESCRIPTION,question
71190280.json,120,120,153,135,7848,answer
71190280.json,53,121,108,140,JOB NO.,question
71190280.json,48,35,313,103,BROWN & WILLIAMSON TOBACCO CORPORATION B&W,header
71190280.json,502,12,656,70,INC,header
71190280.json,556,71,650,111,,other
71190280.json,116,159,202,174,KOOL Natural,answer
71190280.json,145,183,419,213,Passport Winter Program Ad- EMRO,answer
71190280.json,173,276,288,291,7.96875 sq inches,answer
71190280.json,53,274,164,293,SQ. INCHES/FEET,question
71190280.json,58,334,122,352,TRIM SIZE,question
71190280.json,173,387,313,409,Exhibt 1(a) Statement A,answer
71190280.json,409,319,460,348,Legal Approval,question
71190280.json,53,507,166,524,OTT APPROVALS,header
71190280.json,95,537,180,600,LKelly ,answer
71190280.json,326,540,436,582,production AE,answer
71190280.json,517,533,609,578,10/22/98 10/22/98,answer
71190280.json,56,663,175,677,B&W APPROVALS,header
71190280.json,324,812,435,830,DATE COMPLETE,question
71190280.json,520,811,671,825,REVISIONS APPROVED,question
71190280.json,0,953,231,984,176103236 PRODUCED FROM B&W WEB SITE,other

file_name,box.0,box.1,box.2,box.3,text,label
71202511.json,64,103,94,115,Date:,question
71202511.json,64,120,134,130,Description:,question
71202511.json,153,228,204,243,Supplier,header
71202511.json,296,160,353,172,Budgeted:,header
71202511.json,470,138,495,151,Yes,question
71202511.json,472,156,497,166,Yes,question
71202511.json,407,237,441,250,"3,000",answer
71202511.json,500,234,540,247,"58,500",answer
71202511.json,522,138,537,151,X,answer
71202511.json,524,154,543,164,X,answer
71202511.json,555,135,573,148,No,question
71202511.json,555,153,576,166,No,question
71202511.json,518,88,545,104,No.,question
71202511.json,72,410,105,422,Wave,question
71202511.json,103,410,122,422,(s),question
71202511.json,419,431,485,449,Qualatative,answer
71202511.json,476,497,488,509,$,answer
71202511.json,195,668,240,681,Analyst,other
71202511.json,466,641,503,660,Date:,question
71202511.json,467,677,503,690,Date:,question
71202511.json,467,705,501,720,Date:,question
71202511.json,469,735,509,747,Date:,question
71202511.json,469,763,503,778,Date:,question
71202511.json,85,871,128,886,Original:,question
71202511.json,82,885,107,900,CC:,question
71202511.json,85,906,122,918,MRADOM,other
71202511.json,204,24,500,44,MA ETING RESEARCH AUTHORIZ ON,header
71202511.json,246,42,459,74,(DOMESTIC) (Recommended Proposal Attached),other
71202511.json,168,99,210,114,2/ 26/ 98,answer
71202511.json,169,109,395,127,KOOL Natural Lights Packaging - Round I,answer
71202511.json,555,88,608,100,1998 -18D,answer
71202511.json,66,148,145,163,Requested by:,question
71202511.json,171,145,255,158,Nick Wilkerson,answer
71202511.json,296,141,437,155,Research Req. Attached:,header
71202511.json,277,172,431,190,Original Budgeted Amount:,question
71202511.json,67,195,255,213,Competitive Proposals Obtained:,question
71202511.json,320,223,363,238,Cost ($),question
71202511.json,397,219,459,234,Est. Travel,question
71202511.json,487,217,547,230,Total Cost,question
71202511.json,575,202,629,229,Cost per Interview,question
71202511.json,304,240,353,253,"$ 55,500",answer
71202511.json,66,246,156,261,Rabid Research,question
71202511.json,69,307,290,323,Proiected External Authorization Date,question
71202511.json,469,299,512,314,2 /26 /98,answer
71202511.json,449,332,512,347,w /o 3/ 23 /98,answer
71202511.json,449,379,509,398,w/ o 4/ 6/ 98,answer
71202511.json,72,343,161,357,Field Complete,question
71202511.json,73,358,119,374,Wave (s),question
71202511.json,73,389,222,407,Final Supplier Report Due,question
71202511.json,73,437,293,458,"Project Type (Product Test, A & U, etc.)",question
71202511.json,436,464,482,476,"$ 58,500",answer
71202511.json,440,481,485,494,"$ 58,500",answer
71202511.json,73,473,265,488,Total Authorized Project Amount,question
71202511.json,90,488,290,508,To Be Deducted from 1998 Budget,question
71202511.json,90,504,290,522,To Be Deducted from 1999 Budget,question
71202511.json,78,573,151,588,Sample Size:,question
71202511.json,205,569,268,584,12 groups,answer
71202511.json,76,588,217,603,Recommended Supplier:,question
71202511.json,76,605,259,619,Reason (s) for Recommendation:,question
71202511.json,305,582,392,599,Rabid Research,other
71202511.json,308,591,635,630,Rabid was selected due to the critical timing of the project and the lack of availability of other suppliers,answer
71202511.json,79,653,166,668,Submitted By:,question
71202511.json,81,683,163,701,Approved By:,question
71202511.json,82,714,165,730,Approved By:,question
71202511.json,79,743,165,762,Approved By:,question
71202511.json,84,774,168,790,Approved By:,question
71202511.json,201,780,396,802,"Senior VP Marketing (to $ 1,000,000)",answer
71202511.json,198,753,391,772,"Director Market Research (to $ 250,000)",answer
71202511.json,199,722,411,740,"Director Research Development (to $ 250,000)",answer
71202511.json,192,663,427,713,"Autos Mgr. Trade & Consumer Research (to $ 100,000)",answer
71202511.json,187,635,347,666,naid,answer
71202511.json,527,627,597,658,B 90,answer
71202511.json,533,660,603,687,,answer
71202511.json,564,796,622,811,1998 -18D,answer
71202511.json,469,799,542,814,Project No.:,question
71202511.json,472,820,545,836,Acct. Name:,question
71202511.json,139,868,197,883,Project File,answer
71202511.json,138,883,223,898,MaDonna Sliker,answer
71202511.json,7,951,235,983,220076948 PRODUCED FROM B&W WEB SITE,other

file_name,box.0,box.1,box.2,box.3,text,label
71206427.json,394,145,433,162,ITEM:,question
71206427.json,109,112,151,129,DATE:,question
71206427.json,110,140,159,155,BRAND:,question
71206427.json,109,183,168,198,SUMMARY,question
71206427.json,175,184,193,195,OF,question
71206427.json,201,184,267,198,PROJECT:,question
71206427.json,317,186,385,199,Attached,answer
71206427.json,282,186,310,197,See,answer
71206427.json,103,404,173,418,FUNDING:,question
71206427.json,101,559,196,574,SIGNATURES:,header
71206427.json,98,824,166,838,4514cbta,other
71206427.json,545,21,647,117,,other
71206427.json,328,74,437,90,PROJECT BRIEF,header
71206427.json,194,115,295,130,"June 1, 1990",answer
71206427.json,176,142,352,170,General Merchandising Nonspecific,answer
71206427.json,450,147,653,175,Package Fixture Circle-K Convenient Stores,answer
71206427.json,550,216,703,325,,other
71206427.json,106,251,331,268,SUPPLIERS BEING CONSIDERED:,question
71206427.json,106,278,210,295,Chicago Show,answer
71206427.json,105,306,241,324,Display Equation,answer
71206427.json,106,335,233,352,Chicago Display,answer
71206427.json,106,360,333,380,Robert Nielson & Associates,answer
71206427.json,106,430,347,451,1990 Customized Merchandising,answer
71206427.json,105,459,231,474,Services ESPNS,answer
71206427.json,101,598,254,615,REQUESTING MANAGER,question
71206427.json,101,640,278,657,MERCHANDISING MANAGER,question
71206427.json,99,682,285,699,GROUP PRODUCT DIRECTOR,question
71206427.json,98,725,275,742,PURCHASING DEPARTMENT,question
71206427.json,96,768,181,783,RETURN TO:,question
71206427.json,197,771,351,785,REQUESTING MANAGER,answer
71206427.json,1,953,232,983,462231045 PRODUCED FROM B&W WEB SITE,other

file_name,box.0,box.1,box.2,box.3,text,label
71341634.json,309,74,372,94,Home,header
71341634.json,378,70,442,91,Office,header
71341634.json,450,67,520,89,Check,header
71341634.json,134,122,165,132,20182,answer
71341634.json,166,77,260,101,Request,header
71341634.json,67,198,109,206,Attention:,question
71341634.json,66,212,108,222,Address:,question
71341634.json,584,180,601,190,No,answer
71341634.json,137,239,154,249,City,question
71341634.json,302,232,323,242,State,question
71341634.json,309,216,327,227,CA,other
71341634.json,419,214,448,225,94080,other
71341634.json,346,289,366,299,OR,other
71341634.json,372,377,410,388,Quantity,question
71341634.json,439,373,466,386,Units,question
71341634.json,574,369,610,380,Amount,question
71341634.json,254,395,272,406,288,answer
71341634.json,258,468,275,479,296,answer
71341634.json,318,392,336,403,725,answer
71341634.json,318,465,339,478,725,answer
71341634.json,441,461,468,472,CTNS,answer
71341634.json,440,390,468,400,CTNS,answer
71341634.json,366,552,384,565,Date,question
71341634.json,441,566,479,577,39A00A,answer
71341634.json,511,563,535,574,0607,other
71341634.json,554,543,578,553,ID#,question
71341634.json,80,613,129,623,Verification,question
71341634.json,80,628,100,638,Ref,question
71341634.json,302,603,326,617,Date,question
71341634.json,366,602,405,613,Vendor#,question
71341634.json,303,620,341,630,Check#,answer
71341634.json,246,651,298,662,Description,question
71341634.json,313,648,358,661,Account#,question
71341634.json,373,645,425,656,Department,question
71341634.json,443,644,482,654,Product,question
71341634.json,580,637,616,648,Amount,question
71341634.json,244,795,268,805,Date:,question
71341634.json,489,784,521,797,00000,answer
71341634.json,493,802,522,812,Check,answer
71341634.json,503,816,517,827,Y,answer
71341634.json,570,811,581,824,N,other
71341634.json,85,844,138,855,Distribution:,question
71341634.json,265,74,303,96,For,header
71341634.json,468,897,645,913,425 481 31 46 PAGE 02,other
71341634.json,0,954,231,986,210180429 PRODUCED FROM B & W WEB SITE,other
71341634.json,66,906,181,923,MAR 24 1999 16: 16,other
71341634.json,142,837,317,855,Fax to Field Payments at (502) 588- 7826,answer
71341634.json,433,788,489,801,Pay Terms,question
71341634.json,433,800,494,816,Pay Method,question
71341634.json,433,817,500,828,Separate Pay-,question
71341634.json,307,793,363,803,Prepared By:,question
71341634.json,84,799,166,810,Voucher Approval:,question
71341634.json,127,654,191,665,Account Name,question
71341634.json,496,640,556,651,Business Unit,question
71341634.json,430,613,486,626,Pay Handling,answer
71341634.json,366,616,416,627,Check Date,answer
71341634.json,427,598,494,614,Account Month,question
71341634.json,115,575,202,592,Robert ,answer
71341634.json,78,560,142,574,Requested By:,question
71341634.json,237,553,317,566,Robert E. Muhonin,other
71341634.json,383,567,423,579,03/ 24/ 99,answer
71341634.json,427,546,521,560,Dist/Asgmt C.F. #,question
71341634.json,490,500,546,514,Check Total,other
71341634.json,575,496,633,511,$166 586 6060,other
71341634.json,578,453,632,468,$12 784 00,answer
71341634.json,503,455,532,468,$2 00,answer
71341634.json,377,462,404,476,6. 382,answer
71341634.json,237,510,323,524,"March 15- 19, 1999",answer
71341634.json,77,471,222,486,Section 18 Narl Chain Walgreens,answer
71341634.json,77,517,136,531,Promo Dates,question
